,Time,Fz,Mx,My,CoPx,CoPy
0,0.0,672.5340046,38.9151112,-5.5669274,0.00827774,0.05786365000000001
1,0.1,673.1260841000002,37.92455911,-5.775788999999999,0.00858051,0.05634070999999999
2,0.2,673.0290328,35.991354599999994,-6.0050075000000005,0.008922460000000002,0.053476620000000016
3,0.3,672.8296286000001,34.037520699999995,-5.9802406999999995,0.008888100000000001,0.050588909999999994
4,0.4,672.7024796,32.070309400000006,-5.8820762,0.00874388,0.04767299999999999
5,0.5,673.1201467999998,29.7622454,-5.2772258,0.007840240000000002,0.04421595
6,0.6,672.8142167,28.412072900000002,-4.7264043000000004,0.007024890000000001,0.042228669999999996
7,0.7,673.4797254,28.453870999999996,-4.394114300000001,0.006524490000000001,0.04224915
8,0.8,673.1850475000001,29.3612987,-4.3045583999999995,0.00639424,0.04361523
9,0.9,672.0078510000001,31.478199899999996,-5.0065617,0.00745052,0.04684282000000001
10,1.0,673.1346239000002,34.24911,-5.927635000000001,0.008805780000000001,0.05087918
11,1.1,672.5110045999999,35.5252715,-5.930370899999999,0.008818299999999998,0.052824859999999994
12,1.2,673.7264017,35.2952031,-5.625954200000001,0.008350370000000001,0.05238769000000001
13,1.3,671.9254716,34.661193000000004,-5.584866500000001,0.008311649999999999,0.05158472000000001
14,1.4,672.2721392999999,34.904107800000006,-6.000688800000001,0.00892602,0.05191976
15,1.5,672.8136211,35.331198199999996,-6.2279759000000015,0.009256559999999999,0.05251257
16,1.6,672.794338,35.2693873,-6.5338479000000005,0.009711619999999999,0.052422179999999985
17,1.7,672.8553123,35.3723704,-7.0054995,0.010411579999999998,0.05257055
18,1.8,673.1000808000001,34.720937899999996,-6.8357806000000005,0.01015565,0.05158376999999999
19,1.9,672.2781643999999,32.9610817,-5.970616,0.00888122,0.049029100000000006
20,2.0,673.8624919999999,32.0020486,-6.4086798,0.00951077,0.04749049
21,2.1,672.3031605,31.879689100000004,-8.011511099999998,0.01191643,0.04741865000000001
22,2.2,672.6326073999999,31.846798600000003,-9.539057300000001,0.014181170000000003,0.047347400000000005
23,2.3,674.0716226,30.442602199999996,-9.7820343,0.014511340000000001,0.04516095
24,2.4,672.1983153999998,28.696730499999997,-8.584165400000002,0.012771369999999995,0.042691690000000004
25,2.5,672.2766915999999,27.801382999999998,-7.842546399999999,0.01166572,0.04135374999999999
26,2.6,673.8264806000001,28.1968074,-7.8330681,0.01162471,0.04184566
27,2.7,672.5911494999999,28.1561953,-8.2353249,0.012243839999999999,0.04186158000000001
28,2.8,673.5489635000001,29.443644600000006,-8.9614288,0.013305659999999999,0.043716040000000005
29,2.9,672.3037077000001,31.827603,-9.7729941,0.014535809999999998,0.04733843999999999
30,3.0,672.8724578000001,33.0141069,-10.266829600000001,0.015258609999999997,0.04906511
31,3.1,673.0865882000002,33.796011899999996,-10.883242099999997,0.01616894,0.05021015
32,3.2,672.2829663000001,34.1791229,-10.995779199999998,0.016355920000000003,0.05084042000000001
33,3.3,672.9246932000001,32.698625299999996,-11.2365812,0.01669829,0.04859056
34,3.4,672.1950206,30.8643363,-11.091792500000002,0.0165011,0.04591609
35,3.5,673.3682860999999,30.356643699999996,-10.4645763,0.015540399999999996,0.04508148000000002
36,3.6,672.5508075000001,29.570435800000006,-9.749516000000002,0.014496370000000001,0.04396753
37,3.7,672.7997118000001,29.452546799999997,-9.922328199999999,0.014747899999999996,0.04377603999999998
38,3.8,672.7164333999999,29.593692899999997,-9.797507400000002,0.01456382,0.04399121
39,3.9,673.1190880999999,29.885447299999992,-9.375738900000002,0.01392896,0.04439829000000001
40,4.0,672.7172302,29.7357231,-8.5347794,0.01268659,0.04420208
41,4.1,672.7629349,29.052729,-8.3568501,0.012421849999999998,0.04318439
42,4.2,673.7865719999999,28.4223345,-7.6716151,0.011385660000000002,0.0421823
43,4.3,672.8157061,27.650314800000004,-7.996921100000001,0.011885319999999998,0.04109655999999999
44,4.4,672.4919964000001,27.6483956,-8.3436605,0.01240721,0.04111342
45,4.5,673.2866115,28.240284000000003,-7.787777000000002,0.011566900000000001,0.041943919999999996
46,4.6,672.8020091,27.918377600000007,-6.1329361,0.009115270000000002,0.04149558
47,4.7,673.2315918,27.3075767,-5.139566100000001,0.007634310000000001,0.04056196999999999
48,4.8,672.1874693999999,27.110465000000005,-4.5590945000000005,0.00678248,0.040331719999999995
49,4.9,673.2409478,27.324746599999997,-4.1464853,0.006159070000000001,0.04058703
50,5.0,672.8669226,28.7657592,-4.7670088999999995,0.00708414,0.0427502
51,5.1,672.7210762,31.051740200000005,-6.477913699999999,0.009629559999999999,0.046158609999999996
52,5.2,672.7913773,32.5685567,-7.565376599999999,0.011244870000000002,0.04840802999999999
53,5.3,672.4206638,32.555202200000004,-7.8622960000000015,0.011692470000000002,0.048415090000000015
54,5.4,673.1035364999998,31.3769198,-7.650458199999999,0.011365729999999998,0.046614940000000014
55,5.5,672.6594567000002,29.761739000000002,-7.012748499999999,0.010425470000000001,0.044244979999999996
56,5.6,672.8220365000001,28.321558999999997,-6.501492399999998,0.00966297,0.042093559999999995
57,5.7,672.7930813999999,27.360636399999997,-6.286697899999999,0.009344139999999999,0.040667020000000005
58,5.8,672.7800716,26.470146999999997,-6.031570699999999,0.00896518,0.039344590000000006
59,5.9,672.9663769,26.436198000000005,-6.033488199999998,0.008965609999999999,0.03928327
60,6.0,672.8439657000001,27.377676700000002,-6.741558200000002,0.01001918,0.0406892
61,6.1,672.866027,28.794943699999997,-8.1424765,0.012101380000000002,0.042794679999999995
