,Time,Fz,Mx,My,CoPx,CoPy
0,0.0,673.2344365,34.4371581,-3.1463572999999996,0.00467361,0.05115162999999999
1,0.1,672.5186232,34.617007799999996,-3.017997,0.00448762,0.05147356
2,0.2,673.5308027000002,34.902751900000005,-3.0722091000000002,0.0045614,0.051820580000000005
3,0.3,672.5531083999999,34.5551742,-3.6052778000000005,0.005360450000000001,0.05137919
4,0.4,673.3091221000002,33.84281039999999,-4.166975900000001,0.006188760000000001,0.050263430000000005
5,0.5,672.8256243999999,33.3660343,-4.6240968,0.00687261,0.049590880000000004
6,0.6,672.5717980999999,33.1720379,-4.8079127,0.0071484899999999995,0.04932123
7,0.7,673.143159,32.952053,-5.0547671,0.0075092599999999985,0.04895257000000001
8,0.8,672.7143401,33.21167139999999,-4.9064797,0.007293680000000001,0.04936952000000001
9,0.9,672.7908308999998,33.8108442,-4.9644038,0.0073789500000000004,0.05025467
10,1.0,673.0548681999999,33.9507518,-5.2911851,0.007861470000000002,0.050442799999999996
11,1.1,672.5519086000002,32.9359317,-5.402064800000001,0.00803218,0.04897178000000001
12,1.2,672.9460988000001,31.858664799999996,-5.1737065,0.0076881,0.047341930000000004
13,1.3,672.7084167999998,30.5465636,-5.032318300000001,0.00748063,0.04540815
14,1.4,673.271799,30.180167600000004,-5.0083432,0.007438859999999999,0.044826130000000006
15,1.5,672.4233991000001,30.4678692,-4.9999142999999995,0.007435689999999998,0.045310549999999984
16,1.6,672.755009,30.783628900000004,-4.748056699999999,0.0070576,0.045757479999999996
17,1.7,672.9310776000001,30.746053000000007,-4.5682134,0.00678852,0.04568963000000001
18,1.8,672.7613738,30.716094899999998,-4.5501157,0.006763370000000001,0.045656809999999985
19,1.9,672.9932681,31.2646083,-4.4024323,0.006541530000000001,0.04645613999999999
20,2.0,672.3553614000001,31.691359799999997,-4.1719029999999995,0.00620492,0.04713481
21,2.1,673.3478621,32.1723462,-4.1641323,0.006184310000000001,0.047779789999999996
22,2.2,672.4306431,32.4649669,-4.2322036,0.0062939,0.04827999
23,2.3,673.1700136999998,32.5563505,-4.3594309,0.006476020000000002,0.04836275
24,2.4,672.6227498000001,32.594879299999995,-4.431821000000001,0.0065889,0.04845933
25,2.5,673.203458,32.7453737,-4.6640988000000005,0.006928190000000001,0.048641229999999994
26,2.6,672.8931732,31.729941799999995,-5.1073255,0.007590239999999998,0.0471541
27,2.7,672.8503422999999,31.3152694,-5.077824,0.00754691,0.04654094
28,2.8,672.8390686999999,31.80418540000001,-4.935019900000001,0.0073347,0.04726859
29,2.9,672.5055788999999,31.986511899999996,-4.804224399999999,0.007143770000000001,0.04756315
30,3.0,673.2442034,32.0068518,-4.765715599999999,0.007078799999999997,0.04754122000000001
31,3.1,672.7213398999999,31.577139700000007,-5.071014299999999,0.007537989999999999,0.04693953000000001
32,3.2,673.0755442,30.766878000000002,-5.3899061999999995,0.00800797,0.04571052
33,3.3,673.0418887,30.4212616,-5.1943209999999995,0.00771786,0.045199619999999996
34,3.4,672.5540091999999,30.244316800000007,-4.83375,0.00718714,0.04496923
35,3.5,672.9811212,30.897119500000002,-4.934491800000001,0.007332219999999998,0.04591082
36,3.6,672.9058341999998,31.195763599999996,-5.1091722,0.007592720000000001,0.0463597
37,3.7,673.0749927999999,31.2398012,-5.0914463,0.00756452,0.04641346000000001
38,3.8,672.6636750000001,31.047632699999998,-4.9381292000000006,0.007341079999999999,0.04615629
39,3.9,672.7735028,31.712587999999997,-4.539673200000001,0.00674776,0.04713690999999999
40,4.0,673.0269455,32.358222399999995,-4.5776213,0.006801590000000001,0.04807887
41,4.1,672.3594609000002,33.0418714,-4.68148,0.006962889999999999,0.04914307000000001
42,4.2,672.9268575000001,32.963984499999995,-4.358807199999999,0.006477290000000001,0.04898555
43,4.3,673.0622603999999,32.050629699999995,-4.2774217,0.006355129999999999,0.047619079999999994
44,4.4,672.3707383999999,31.777702900000005,-4.2470259,0.006316469999999999,0.04726197000000001
45,4.5,672.9549305,31.765403699999993,-4.439083999999999,0.0065965,0.04720268
46,4.6,672.8275026,31.006139000000005,-4.6723362,0.00694431,0.04608339
47,4.7,672.6674847,30.6932932,-4.8030132000000005,0.00714032,0.04562916
48,4.8,673.0511755,30.583363500000004,-4.858650300000001,0.007218789999999998,0.04543957
49,4.9,672.5619448000002,29.8947169,-4.8980745,0.0072826700000000015,0.04444930000000001
50,5.0,673.2802017,29.137308000000004,-5.079061800000001,0.00754384,0.04327618999999999
51,5.1,672.8001286,28.124114199999994,-5.1848828,0.00770638,0.04180197000000001
52,5.2,672.7701668,26.861970499999998,-5.320180999999998,0.00790784,0.03992698
53,5.3,673.2489064999999,26.4321358,-5.0240581,0.007462369999999999,0.03926066
54,5.4,672.431783,26.789655300000007,-4.703122400000001,0.006994210000000001,0.03983981
55,5.5,673.4297395999998,27.01394489999999,-4.617472599999999,0.00685662,0.04011393
56,5.6,672.2865519,27.626231399999998,-4.6306500999999995,0.00688797,0.04109261
57,5.7,673.2951585000001,29.2019679,-4.423705000000001,0.00657024,0.04337176000000001
58,5.8,673.072585,30.524721200000002,-4.2550949000000005,0.006321970000000001,0.04535068
59,5.9,672.2165931000001,32.035536699999994,-4.2090544,0.00626146,0.04765688999999999
60,6.0,673.3354300000001,32.9078134,-4.1033993,0.0060941699999999994,0.04887291000000001
61,6.1,672.7393014999999,32.4394086,-3.8894989999999994,0.005781570000000001,0.04821979
62,6.2,672.8545484000001,32.52581850000001,-3.8718124000000014,0.00575425,0.048340039999999994
