,Time,Fz,Mx,My,CoPx,CoPy
0,0.0,673.107596,37.91967232,-4.5590041,0.0067731399999999995,0.056334859999999994
1,0.1,672.5832599,36.849458999999996,-4.3546963,0.00647481,0.05478803999999998
2,0.2,673.6259254,37.14159805,-3.7527120000000003,0.00557089,0.05513699000000001
3,0.3,672.7569154000001,37.6472714,-3.4515952000000003,0.005130570000000001,0.055959730000000006
4,0.4,673.583136,37.79329619999999,-3.413428099999999,0.00506755,0.05610787000000001
5,0.5,672.6986433000001,38.1607231,-3.3553656999999997,0.00498781,0.05672794999999999
6,0.6,673.2974771000002,38.6521351,-3.1523299000000007,0.00468201,0.05740700000000001
7,0.7,672.8157583000002,38.9363774,-3.0306406000000004,0.004504410000000001,0.05787077000000001
8,0.8,673.2335458,38.966832100000005,-2.7025927999999997,0.00401448,0.057880119999999986
9,0.9,673.260244,38.7883844,-2.4073576,0.0035756700000000004,0.05761273
10,1.0,672.6619870000001,39.0648157,-2.3995026999999998,0.0035671799999999997,0.05807511
11,1.1,673.2269815,39.6546881,-2.4389868000000003,0.0036228000000000007,0.05890224
12,1.2,673.391988,39.9629216,-2.6917234000000003,0.003997229999999999,0.059345640000000005
13,1.3,672.6676614,40.3917539,-3.0833579999999996,0.004583790000000001,0.06004714
14,1.4,673.2834065,40.9116395,-3.4984454000000005,0.0051961099999999994,0.060764269999999995
15,1.5,672.4130769,40.989653,-3.5452870999999995,0.005272440000000001,0.06095903
16,1.6,673.3101197000001,40.34646059999999,-3.7605573,0.005585110000000001,0.05992267
17,1.7,672.9426576999999,38.947410100000006,-4.142106899999999,0.006155160000000001,0.057876190000000015
18,1.8,672.9880360999999,38.3442452,-3.7964405000000006,0.005641179999999998,0.05697615999999999
19,1.9,673.1597542000002,38.6190018,-3.5094226,0.005213370000000002,0.05736973000000001
20,2.0,672.5634312000002,38.990375300000004,-3.3351339,0.00495888,0.057972699999999995
21,2.1,673.3518776,38.830997499999995,-3.599407,0.005345449999999998,0.05766826
22,2.2,672.7182708999999,38.4625225,-3.8963395000000003,0.005791990000000001,0.05717473
23,2.3,673.2323367000001,37.9252964,-3.7135545000000003,0.005515989999999998,0.05633297999999999
24,2.4,672.8785171000001,37.2918463,-3.6251477,0.005387449999999999,0.055421359999999996
25,2.5,672.5091247000001,36.918025109999995,-3.418469599999999,0.00508325,0.05489597000000001
26,2.6,672.9882752999999,36.462775099999995,-3.3415437000000003,0.00496522,0.05418018000000001
27,2.7,672.4640553,35.5849478,-3.5543011,0.00528544,0.052917399999999996
28,2.8,673.3783295,35.5091499,-3.3563562999999994,0.004984360000000001,0.05273288999999999
29,2.9,672.9637446,36.33067906000001,-3.0273115000000006,0.00449843,0.05398620000000001
30,3.0,672.7437902,36.65306257,-2.801493,0.00416432,0.05448284000000002
31,3.1,673.1305665,36.4842127,-2.7623379,0.004103699999999999,0.05420082000000001
32,3.2,672.6710248999999,36.6397626,-2.5070825,0.0037270400000000005,0.054469010000000005
33,3.3,673.1598785000001,37.314305600000004,-2.3136964000000004,0.00343701,0.055431499999999995
34,3.4,673.4110878000001,37.421536999999994,-2.3748283999999997,0.00352658,0.055570190000000005
35,3.5,672.6199666,37.374442499999994,-2.4561825999999995,0.00365161,0.05556551
36,3.6,673.4527397,37.3797433,-2.6108047999999995,0.0038768200000000004,0.055504719999999994
37,3.7,672.6439078999999,37.694916199999994,-2.8335014999999997,0.00421245,0.0560398
38,3.8,673.1218228000002,37.9864475,-2.9357974,0.00436146,0.05643318
39,3.9,673.1255403999999,37.7378747,-3.0147431999999985,0.0044787099999999995,0.056063529999999986
40,4.0,672.9704399000001,37.0523249,-3.1222258,0.004639460000000001,0.05505785000000001
41,4.1,672.909423,37.0037782,-3.3868416000000003,0.0050332,0.05499072000000001
42,4.2,672.9267688,37.048705840000004,-3.6849209,0.005475960000000001,0.055056069999999985
43,4.3,673.0594575,37.19288259999999,-3.8797104,0.00576426,0.05525936999999999
44,4.4,672.6222076000001,37.7245312,-4.0112575,0.005963659999999999,0.05608586000000001
45,4.5,673.0104296000001,38.623728299999996,-3.886730700000001,0.005775140000000001,0.057389340000000004
46,4.6,672.9192185000002,39.321291300000006,-3.8507223999999995,0.005722399999999999,0.05843380999999998
47,4.7,672.8501630000001,39.5527337,-4.0363248,0.005998829999999999,0.05878387
48,4.8,673.0164163000002,39.7915676,-4.330792699999999,0.0064349,0.059124229999999986
49,4.9,672.8628686,39.53569399999999,-4.5807226000000005,0.00680778,0.05875731
50,5.0,673.0619834,39.693002,-4.674136399999999,0.0069446199999999994,0.05897382
51,5.1,673.1083199999999,39.391477,-4.6772223,0.00694871,0.05852164
52,5.2,672.9151239,39.4001244,-4.6499032,0.006910099999999999,0.05855128999999999
53,5.3,673.260992,39.74798020000001,-4.475021200000001,0.00664678,0.05903792
54,5.4,672.5614313,40.177364499999996,-4.2455829000000005,0.00631245,0.05973799000000001
55,5.5,672.8267635999999,40.909794000000005,-4.023677999999999,0.005980359999999999,0.06080262999999999
56,5.6,672.9709939,41.1725895,-3.9172631999999994,0.00582085,0.06118022
57,5.7,673.1158122,40.73249789999999,-3.9016455000000003,0.005796389999999999,0.060513439999999995
58,5.8,673.097827,40.3135729,-3.8246306,0.00568213,0.05989265
59,5.9,672.9637711999999,40.334810899999994,-3.4712743,0.0051581399999999986,0.05993619
60,6.0,673.2853756,40.7829218,-3.4117489000000005,0.0050672899999999995,0.06057279
61,6.1,672.9618175,41.3003307,-3.5526926999999997,0.005279069999999998,0.061371100000000005
