,Time,Mx,My,CoPx,CoPy
0,0.0,-0.669221999999999,-0.31048749999999997,0.0005395666666666567,-0.001194399999999933
1,0.06,-1.8798379999999983,-0.6455393333333334,0.0011211833333333318,-0.0033471166666665967
2,0.12,-2.1742329999999987,-0.626088,0.0010870333333333332,-0.0037724166666665833
3,0.18,-1.993813666666665,-0.5280383333333334,0.0009163166666666667,-0.0033617166666665955
4,0.24,-1.487587833333332,-0.4522231666666667,0.0007861666666666666,-0.002660149999999929
5,0.3,-1.0495814999999988,-0.38318716666666663,0.0006659833333333332,-0.0018560666666665867
6,0.36,-0.9283411666666651,-0.36433233333333337,0.0006334833333333335,-0.00167294999999992
7,0.42,-0.8572499999999995,-0.4752795,0.00082615,-0.00157639999999992
8,0.48,-1.3626083333333316,-0.7912411666666667,0.0013738833333333332,-0.0023826999999999312
9,0.54,-2.340657333333332,-1.0743595,0.0018652666666666652,-0.004062283333333277
10,0.6,-2.985134833333332,-1.1969291666666668,0.002077933333333315,-0.005190166666666596
11,0.66,-2.921694166666666,-1.1502756666666667,0.001996349999999992,-0.0051718833333332615
12,0.72,-2.670535499999999,-1.049739,0.0018227833333333318,-0.00457229999999993
13,0.78,-2.1687393333333316,-0.9168696666666669,0.001591883333333333,-0.0038163666666666016
14,0.84,-1.7094921666666651,-0.8331020000000001,0.0014464333333333334,-0.003109833333333255
15,0.9,-1.4398348333333317,-0.7472550000000002,0.0012975500000000002,-0.0025064666666665928
16,0.96,-1.3674828333333318,-0.7653533333333332,0.0013288666666666665,-0.0023555499999999285
17,1.02,-1.478311166666665,-0.790318,0.001372316666666667,-0.0026101833333332654
18,1.08,-1.9940233333333313,-0.7724481666666668,0.0013413,-0.0034968499999999385
19,1.14,-2.4827711666666654,-0.8019268333333334,0.0013923499999999999,-0.004349866666666596
20,1.2,-2.901015666666665,-0.9275615,0.0016101166666666672,-0.005186683333333279
21,1.26,-3.4750788333333325,-0.9224450000000001,0.0016013,-0.006099049999999933
22,1.32,-4.577904666666665,-0.7527145000000002,0.001306583333333332,-0.00777123333333326
23,1.38,-5.302873833333332,-0.5561586666666666,0.0009658666666666668,-0.009207283333333273
24,1.44,-6.130415666666667,-0.4570885,0.0007945000000000001,-0.01071336666666661
25,1.5,-7.223469166666666,-0.3527663333333333,0.0006123333333333333,-0.012512149999999948
