,Unnamed: 0.1,Unnamed: 0,Time,Mx,My,CoPx,CoPy
501,501,501,30.06,3.8921346666666676,-1.6940533333333336,0.00288155,0.0066213166666665
502,502,502,30.12,3.734430666666668,-1.6966731666666663,0.0029152833333333,0.0064167999999998
503,503,503,30.18,3.5317225,-1.7348173333333332,0.0029570833333333,0.0060186166666664
504,504,504,30.24,3.3139399999999988,-1.6751256666666665,0.0028784,0.0056977166666664
505,505,505,30.3,3.448578333333334,-1.8036284999999996,0.0030807,0.0058895666666665
506,506,506,30.36,3.455751833333333,-1.807801833333333,0.0030915833333333,0.0059099666666665
507,507,507,30.42,3.457157166666667,-1.8456,0.0031016666666667,0.0057933333333331
508,508,508,30.48,2.9492480000000003,-1.7918841666666667,0.0030761333333333,0.0050692166666664
509,509,509,30.54,2.539386333333333,-1.728888166666666,0.00299525,0.0044259499999998
510,510,510,30.6,2.4282551666666667,-1.8029030000000008,0.0030736,0.0041325333333331
511,511,511,30.66,2.145494333333334,-1.8124595000000008,0.0030815333333333,0.0036316666666664
512,512,512,30.72,1.8810455,-1.7861925000000007,0.0030533833333333,0.0032148166666665
513,513,513,30.78,1.7361974999999996,-1.873895333333333,0.0032061166666667,0.0029728833333331
514,514,514,30.84,1.5481010000000006,-1.9951056666666664,0.0034130833333333,0.0026508333333331
515,515,515,30.9,1.3991140000000002,-2.1542291666666675,0.0036822,0.0023901499999998
516,516,516,30.96,1.3123205166666674,-2.2680446666666674,0.00387845,0.0022451333333331
517,517,517,31.02,1.1917763333333333,-2.2678913333333335,0.0038537,0.0019899333333331
518,518,518,31.08,1.08777575,-2.357535333333333,0.0040023166666667,0.0018029666666665
519,519,519,31.14,0.895488833333333,-2.4110261666666664,0.0041649833333334,0.0016151166666665
520,520,520,31.2,0.7622103333333334,-2.4679349999999998,0.00423885,0.0013409333333331
521,521,521,31.26,0.5633326666666673,-2.592126,0.0044297,0.0009588666666665
522,522,522,31.32,0.3610224999999992,-2.660970333333333,0.0045421833333333,0.0006031166666665
523,523,523,31.38,0.4050941666666664,-2.698379333333333,0.0046137,0.0006929333333331
524,524,524,31.44,0.5173261666666669,-2.8136143333333337,0.0048038333333333,0.0008717666666665
525,525,525,31.5,0.5179958333333335,-2.8319593333333337,0.0048432,0.0008880833333331
526,526,526,31.56,0.6869550000000003,-2.921428333333333,0.0049980333333333,0.0011804833333331
527,527,527,31.62,0.6276949999999993,-2.971356833333333,0.0050677333333333,0.0010491999999998
528,528,528,31.68,0.6129735000000005,-2.8048684999999995,0.00478395,0.001025583333333
529,529,529,31.74,0.9922458333333338,-2.4498353333333336,0.0041576166666667,0.0016354999999997
530,530,530,31.8,0.8198571666666666,-2.4750609999999997,0.0042689333333333,0.0014740999999998
531,531,531,31.86,0.6765981666666672,-2.7394106666666658,0.0047359833333333,0.0012573166666665
532,532,532,31.92,0.6597106666666661,-2.9238468333333327,0.0049685,0.0010699499999998
533,533,533,31.98,0.4140841666666667,-2.913229833333333,0.0049808833333334,0.000707883333333
534,534,534,32.04,0.3491666666666668,-2.779965666666667,0.0047713833333333,0.0006316333333331
535,535,535,32.1,0.5100688333333332,-2.524317,0.0042951833333333,0.0008316333333331
536,536,536,32.16,0.5997901666666668,-2.194241500000001,0.0037549166666666,0.001032083333333
537,537,537,32.22,0.7816464999999997,-2.0777088333333333,0.0035667833333333,0.0013650333333331
