,Time,Mx,My,CoPx,CoPy
0,0.0,0.6293674999999993,-0.15218383333333366,0.0002805833333332649,0.0011169999999999067
1,0.06,1.581153666666666,-0.4344301666666669,0.0007930166666665668,0.002832483333333247
2,0.12,1.1982013333333328,-0.4662555000000002,0.0008539833333332333,0.002121699999999902
3,0.18,0.6162674999999994,-0.355236666666667,0.0006473333333332349,0.0010975333333332381
4,0.24,0.5278653333333329,-0.16112483333333358,0.00029429999999991164,0.0009453833333332451
5,0.3,0.7733251666666661,0.07126233333333305,-0.00011764999999999687,0.0013503833333332366
6,0.36,0.7329801666666657,0.17768816666666623,-0.00032003333333332845,0.0013203999999999096
7,0.42,0.3988069999999992,0.29739683333333305,-0.0005376666666666533,0.0007188499999999032
8,0.48,0.0910128333333326,0.36010116666666636,-0.0006411499999999915,0.00012039999999994874
9,0.54,-0.3096731666666672,0.41240616666666635,-0.0007383499999999967,-0.0005941499999999967
10,0.6,-0.5862583333333341,0.49816866666666626,-0.0008989833333333333,-0.0010736333333333282
11,0.66,-0.6462883333333342,0.6489029999999995,-0.0011639999999999999,-0.0012118166666666437
12,0.72,-0.6599623333333345,0.7766386666666665,-0.0013993000000000005,-0.0012218500000000002
13,0.78,-0.6814856666666673,0.9112681666666663,-0.0016435833333333335,-0.0012578666666666666
14,0.84,-0.7401073333333337,1.0502486666666662,-0.0018892499999999999,-0.001384199999999997
15,0.9,-0.6271831666666673,1.237836333333333,-0.0022312666666666663,-0.0011712499999999982
16,0.96,-0.4732951666666673,1.3481334999999992,-0.0024501333333333333,-0.0008289333333333332
17,1.02,-0.18671766666666753,1.4516991666666665,-0.002624816666666667,-0.000352733333333325
18,1.08,-0.05091283333333414,1.5472919999999994,-0.002789566666666667,-0.00013365000000000073
19,1.14,0.0902758333333329,1.5899069999999997,-0.00287205,0.0001394333333332719
20,1.2,0.14004166666666568,1.6442066666666666,-0.002972666666666667,0.00023673333333324172
21,1.26,0.02405699999999938,1.6760589999999993,-0.0030310333333333334,2.888333333331348e-05
22,1.32,-0.09731850000000011,1.665202166666666,-0.003004783333333334,-0.00021138333333333353
23,1.38,-0.2763230000000005,1.5827405000000003,-0.002850783333333333,-0.0005512499999999982
24,1.44,-0.48049500000000067,1.4054448333333334,-0.0025419500000000003,-0.0008819
25,1.5,-0.47429833333333415,1.2250413333333328,-0.002213166666666667,-0.0008777333333333301
26,1.56,-0.39693916666666706,1.0482724999999995,-0.0018935499999999997,-0.00073606666666666
27,1.62,-0.1483811666666673,0.8870371666666663,-0.001602666666666667,-0.0002825500000000006
28,1.68,0.3405518333333325,0.8167623333333329,-0.001466316666666667,0.0005682333333332368
29,1.74,0.4465046666666658,0.7251651666666663,-0.0013070666666666667,0.0007849166666665734
30,1.8,0.3770209999999997,0.5952558333333328,-0.0010840000000000001,0.0007063166666665666
31,1.86,0.4748326666666658,0.561419833333333,-0.0010107333333333336,0.0008363666666665831
32,1.92,0.6026448333333329,0.5614458333333331,-0.0010033333333333333,0.001037916666666575
33,1.98,0.8693844999999996,0.5390061666666663,-0.0009668999999999983,0.0015376166666665734
34,2.04,1.112124499999999,0.6088823333333331,-0.0010924666666666646,0.0019725166666665784
35,2.1,1.0432709999999994,0.6783106666666664,-0.0012193833333333335,0.0018534666666665811
36,2.16,1.1514231666666654,0.7586409999999998,-0.001372916666666665,0.002081549999999902
37,2.22,1.6099758333333332,0.8379494999999996,-0.0015070666666666648,0.00287404999999991
38,2.28,1.8541196666666664,0.9539659999999995,-0.0017169666666666636,0.003315399999999918
39,2.34,2.0526949999999995,1.043243833333333,-0.00189025,0.0037211166666665766
40,2.4,2.4024234999999994,1.1388928333333332,-0.0020663500000000002,0.004366066666666579
41,2.46,2.4997014999999996,1.1779493333333335,-0.002108483333333333,0.004430716666666571
42,2.52,2.067416666666666,1.271765333333333,-0.002288266666666666,0.003687766666666575
43,2.58,1.724124499999999,1.2595941666666663,-0.0022913000000000005,0.003160149999999908
44,2.64,1.863447499999999,1.2806333333333333,-0.0023082000000000003,0.00333343333333324
45,2.7,2.206051333333333,1.3753914999999999,-0.0024816833333333337,0.0039615166666665735
46,2.76,2.725217,1.3881484999999993,-0.0025094166666666667,0.004918049999999908
47,2.82,3.599425833333332,1.3142859999999996,-0.0023819666666666664,0.006525783333333248
48,2.88,4.000692333333332,1.2408564999999998,-0.0022309833333333333,0.007178633333333238
49,2.94,3.145790499999999,1.1443079999999997,-0.0020560833333333334,0.005631549999999911
50,3.0,2.325304166666666,1.095554,-0.0019822666666666666,0.004204133333333239
51,3.06,1.975852166666666,1.1057236666666663,-0.001996033333333333,0.0035534666666665682
52,3.12,1.6808606666666661,1.1228143333333331,-0.0020155333333333335,0.0029761166666665726
53,3.18,1.2963691666666655,1.1093796666666662,-0.0019986999999999965,0.002308349999999915
54,3.24,1.233254666666666,1.2244135,-0.0022124833333333335,0.0022153166666665784
55,3.3,1.4906079999999993,1.4158898333333332,-0.002545,0.0026306333333332415
56,3.36,1.6193243333333327,1.583789666666666,-0.0028597500000000007,0.0029023999999999044
57,3.42,1.5742729999999991,1.6718369999999998,-0.0030364333333333334,0.0028806999999999023
58,3.48,1.862403333333333,1.609127333333333,-0.0029091666666666662,0.0033545666666665902
59,3.54,2.3816523333333337,1.6003511666666663,-0.00288555,0.00426693333333325
60,3.6,2.7401768333333325,1.7355498333333332,-0.0031295666666666666,0.004913933333333249
61,3.66,2.709493999999999,1.8274523333333332,-0.0033001833333333327,0.00487353333333324
62,3.72,2.8589489999999995,1.8759756666666663,-0.0034048833333333328,0.005203783333333241
63,3.78,3.4442509999999995,1.8251036666666667,-0.0032901499999999995,0.006181533333333242
64,3.84,3.9762524999999993,1.6615051666666665,-0.0029844000000000003,0.007106799999999914
65,3.9,3.702398166666666,1.549955,-0.002796383333333333,0.006663933333333243
66,3.96,3.2294324999999997,1.4553874999999996,-0.0026269000000000006,0.005814649999999911
67,4.02,3.052970333333333,1.2998914999999998,-0.0023607,0.0055544333333332465
68,4.08,3.418094333333333,1.187472,-0.0021357499999999996,0.006130099999999921
69,4.14,3.475057166666666,1.0904661666666664,-0.0019597833333333337,0.006231749999999909
70,4.2,3.0801098333333328,0.8888614999999996,-0.0016161499999999998,0.00560556666666658
71,4.26,3.073448333333333,0.7077304999999996,-0.0012824166666666665,0.005569066666666589
72,4.32,3.0926751666666656,0.542892833333333,-0.00096868333333333,0.005536599999999904
73,4.38,2.8898129999999993,0.35275916666666624,-0.0006337999999999999,0.005210216666666577
74,4.44,3.021727166666666,0.1590049999999997,-0.00028653333333331673,0.005466616666666574
75,4.5,3.4001349999999992,-0.01893066666666695,3.833333333330782e-05,0.006138233333333232
76,4.56,3.3805138333333327,-0.16640416666666685,0.0003156166666665667,0.006048166666666577
77,4.62,2.8652811666666653,-0.337406666666667,0.0006153333333332333,0.00516796666666658
78,4.68,2.4072941666666656,-0.49954983333333375,0.0009089333333332333,0.004338249999999921
79,4.74,2.266937333333332,-0.594994666666667,0.0010841666666665667,0.004070349999999912
80,4.8,2.283937999999999,-0.6587860000000002,0.0012011499999999,0.004091883333333248
81,4.86,2.6068834999999995,-0.6815133333333337,0.0012380166666665668,0.004701183333333237
82,4.92,3.317979333333333,-0.6556620000000005,0.0011909666666665665,0.005989899999999909
83,4.98,3.8285753333333328,-0.4755998333333336,0.0008708833333332334,0.00687998333333324
84,5.04,4.50512,-0.29279500000000025,0.000531899999999905,0.008151549999999912
85,5.1,5.324374166666667,-0.22709966666666706,0.00041728333333324177,0.009609466666666587
86,5.16,5.9185834999999996,-0.3104878333333335,0.0005697999999999067,0.010675616666666589
87,5.22,6.165622016666666,-0.41017966666666705,0.0007564666666665667,0.011082849999999906
88,5.28,6.097731866666666,-0.6239138333333336,0.0011336999999998997,0.011021583333333234
89,5.34,5.8873256666666665,-0.7648880000000001,0.0013833999999999,0.01067701666666659
90,5.4,5.198235166666667,-0.8499555000000003,0.0015522999999998996,0.009329799999999925
91,5.46,4.093485833333333,-1.049414666666667,0.0019104999999999,0.007349133333333245
92,5.52,3.397261666666666,-1.060739166666667,0.0019228333333332335,0.006142083333333241
93,5.58,3.0458384999999994,-1.0054083333333337,0.001821433333333233,0.0055145333333332415
94,5.64,3.0147434999999994,-1.0144301666666669,0.0018400166666665667,0.005443549999999918
95,5.7,3.080304166666666,-0.9088376666666671,0.0016561999999999,0.00551634999999992
96,5.76,2.7349356666666655,-0.8066945000000002,0.0014709499999998996,0.004894899999999918
97,5.82,2.2692244999999995,-0.807045166666667,0.0014663999999999001,0.00408321666666658
98,5.88,2.047118499999999,-0.8441355000000004,0.0015286166666665668,0.0037097999999999086
99,5.94,1.8792651666666662,-0.8230888333333334,0.0014916833333332334,0.0033999166666665833
100,6.0,1.5338709999999989,-0.6470378333333336,0.0011772833333332335,0.0027494833333332417
101,6.06,1.188353833333333,-0.45788783333333355,0.0008312666666665667,0.0021427166666665664
102,6.12,0.8978806666666661,-0.1939901666666669,0.000359099999999905,0.001589866666666577
103,6.18,0.7358491666666661,0.09074566666666632,-0.00015758333333333534,0.00130374999999991
104,6.24,0.7283221666666663,0.40883666666666657,-0.0007346333333333284,0.0012952499999999032
105,6.3,0.9426166666666664,0.6846506666666662,-0.0012376666666666666,0.0016985499999999187
106,6.36,1.2455593333333321,0.8107946666666662,-0.0014567333333333334,0.0022101499999999047
107,6.42,1.3994629999999997,0.8768286666666664,-0.0015684333333333333,0.002458349999999905
108,6.48,1.4932381666666656,0.8707339999999995,-0.0015729,0.0026889833333332397
109,6.54,1.8737358333333325,0.8369046666666666,-0.0015257499999999998,0.0034343499999999077
110,6.6,2.4601969999999986,0.8335728333333332,-0.0014943666666666665,0.00439194999999991
111,6.66,2.8140311666666658,0.7679219999999999,-0.001381716666666665,0.005058383333333237
112,6.72,3.3003375,0.7280224999999997,-0.00131605,0.005967049999999908
113,6.78,3.8654516666666656,0.7518834999999996,-0.001350833333333333,0.0069527499999999095
114,6.84,4.363086999999998,0.7480479999999999,-0.0013536833333333317,0.007897866666666583
115,6.9,4.553415833333332,0.656627333333333,-0.0011750999999999999,0.008181533333333263
116,6.96,4.1355776666666655,0.6398406666666665,-0.0011463,0.0074327333333332355
117,7.02,3.9510406666666653,0.6134309999999997,-0.0011087000000000002,0.007146566666666575
118,7.08,4.229707833333332,0.7058624999999998,-0.0012738833333333331,0.007640449999999909
119,7.14,4.555167499999999,0.8782569999999996,-0.001578366666666667,0.008195416666666584
120,7.2,4.186818,0.802926166666666,-0.0014441666666666665,0.007538483333333243
121,7.26,3.7256569999999996,0.6842691666666663,-0.0012339166666666668,0.006724016666666586
122,7.32,3.154902833333332,0.6496119999999997,-0.0011686333333333332,0.005679799999999908
123,7.38,2.560372166666666,0.5970416666666661,-0.001074066666666665,0.004606083333333244
124,7.44,2.2456289999999997,0.5124116666666664,-0.000922349999999995,0.00404263333333324
125,7.5,2.4963006666666656,0.5127279999999997,-0.0009175833333333234,0.004472999999999916
126,7.56,2.857265499999999,0.449093833333333,-0.0008115499999999935,0.005167299999999921
127,7.62,3.131325666666667,0.361971833333333,-0.0006533833333333316,0.005661216666666572
128,7.68,3.5204268333333326,0.30828983333333304,-0.00055035,0.0063382833333332465
129,7.74,4.214659666666666,0.20123733333333296,-0.0003607666666666599,0.0076153333333332475
130,7.8,5.2319613333333335,0.006752499999999711,-1.0883333333363628e-05,0.009469399999999925
131,7.86,5.688048333333332,-0.22736516666666695,0.0004225333333332384,0.010239949999999911
132,7.92,5.099805333333332,-0.23766116666666692,0.0004433833333332433,0.009162499999999907
